Sr No.,Acknowledgement No,Bank A/C Number,IFSC Code,Address,Amount,Disputed Amount,Bank Name
825,ACK2025000825,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",46106,35250,Bank of Baroda
826,ACK2025000826,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",44845,42483,Bank of Baroda
827,ACK2025000827,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",8003,6651,Yes Bank
828,ACK2025000828,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",27478,26057,Bank of Baroda
829,ACK2025000829,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",41981,35497,Yes Bank
830,ACK2025000830,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",40929,36903,State Bank of India
831,ACK2025000831,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",52602,42727,Bank of Baroda
832,ACK2025000832,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",34799,28736,Punjab National Bank
833,ACK2025000833,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",29259,23567,HDFC Bank
834,ACK2025000834,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",12483,10271,IndusInd Bank
835,ACK2025000835,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",32617,30232,Punjab National Bank
836,ACK2025000836,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",6892,6701,IndusInd Bank
837,ACK2025000837,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",9226,7974,Bank of Baroda
838,ACK2025000838,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",51114,42040,Punjab National Bank
839,ACK2025000839,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",10075,7760,ICICI Bank
840,ACK2025000840,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",27587,23023,IndusInd Bank
841,ACK2025000841,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",43803,34846,Bank of Baroda
842,ACK2025000842,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",50065,40591,IndusInd Bank
843,ACK2025000843,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",29157,26101,Bank of Baroda
844,ACK2025000844,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",11442,8324,Yes Bank
845,ACK2025000845,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",38701,32665,Yes Bank
846,ACK2025000846,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",49318,46499,IndusInd Bank
847,ACK2025000847,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",26687,21656,Yes Bank
848,ACK2025000848,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",51694,36678,Bank of Baroda
849,ACK2025000849,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",11781,9230,Bank of Baroda
850,ACK2025000850,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",44070,37012,State Bank of India
851,ACK2025000851,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",36490,35054,IndusInd Bank
852,ACK2025000852,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",20228,17258,Bank of Baroda
853,ACK2025000853,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",28900,28793,ICICI Bank
854,ACK2025000854,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",18426,17278,ICICI Bank
855,ACK2025000855,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",35450,33797,Yes Bank
856,ACK2025000856,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",33792,30384,ICICI Bank
857,ACK2025000857,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",41413,37390,ICICI Bank
858,ACK2025000858,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",5093,3833,ICICI Bank
859,ACK2025000859,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",53059,51768,Bank of Baroda
860,ACK2025000860,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",23845,23112,Bank of Baroda
861,ACK2025000861,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",19490,14413,HDFC Bank
862,ACK2025000862,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",36239,27846,Punjab National Bank
863,ACK2025000863,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",30756,21684,Bank of Baroda
864,ACK2025000864,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",47740,47004,Bank of Baroda
865,ACK2025000865,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",28972,25501,IndusInd Bank
866,ACK2025000866,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",14166,14040,Yes Bank
867,ACK2025000867,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",28847,22549,Yes Bank
868,ACK2025000868,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",36258,28053,Bank of Baroda
869,ACK2025000869,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",50298,37942,Bank of Baroda
870,ACK2025000870,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",24848,18753,IndusInd Bank
871,ACK2025000871,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",20436,17626,Punjab National Bank
872,ACK2025000872,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",13277,9443,Yes Bank
873,ACK2025000873,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",40340,38101,ICICI Bank
874,ACK2025000874,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",34369,27086,Bank of Baroda
875,ACK2025000875,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",44595,34792,Bank of Baroda
876,ACK2025000876,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",31656,31213,Bank of Baroda
877,ACK2025000877,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",22272,18099,IndusInd Bank
878,ACK2025000878,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",34433,32626,Punjab National Bank
879,ACK2025000879,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",17138,15487,Bank of Baroda
880,ACK2025000880,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",20170,19326,Bank of Baroda
881,ACK2025000881,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",17665,15786,IndusInd Bank
882,ACK2025000882,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",23682,17865,Bank of Baroda
883,ACK2025000883,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",8115,6657,Bank of Baroda
884,ACK2025000884,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",13429,10320,State Bank of India
885,ACK2025000885,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",10614,7758,ICICI Bank
886,ACK2025000886,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",14304,10332,Bank of Baroda
887,ACK2025000887,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",47339,42501,ICICI Bank
888,ACK2025000888,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",42130,35598,Bank of Baroda
889,ACK2025000889,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",52392,41697,Bank of Baroda
890,ACK2025000890,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",54965,47561,State Bank of India
891,ACK2025000891,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",15449,14299,HDFC Bank
892,ACK2025000892,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",39017,32832,Bank of Baroda
893,ACK2025000893,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",46314,42883,IndusInd Bank
894,ACK2025000894,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",18523,17748,Yes Bank
895,ACK2025000895,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",35627,28635,State Bank of India
896,ACK2025000896,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",31628,30166,Bank of Baroda
897,ACK2025000897,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",44735,40984,State Bank of India
898,ACK2025000898,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",43052,36970,ICICI Bank
899,ACK2025000899,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",12209,9505,HDFC Bank
900,ACK2025000900,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",27795,19690,State Bank of India
901,ACK2025000901,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",18919,18336,Punjab National Bank
902,ACK2025000902,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",42039,37379,Yes Bank
903,ACK2025000903,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",50508,41741,ICICI Bank
904,ACK2025000904,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",19505,17072,Bank of Baroda
905,ACK2025000905,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",5775,5753,ICICI Bank
906,ACK2025000906,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",41625,36288,Bank of Baroda
907,ACK2025000907,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",40834,29380,HDFC Bank
908,ACK2025000908,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",50076,37431,Bank of Baroda
909,ACK2025000909,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",46328,40764,ICICI Bank
910,ACK2025000910,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",24357,18411,HDFC Bank
911,ACK2025000911,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",23497,16451,ICICI Bank
912,ACK2025000912,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",24020,17944,State Bank of India
913,ACK2025000913,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",5246,5081,Punjab National Bank
914,ACK2025000914,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",50628,41316,IndusInd Bank
915,ACK2025000915,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",54592,42439,Bank of Baroda
916,ACK2025000916,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",48436,34332,HDFC Bank
917,ACK2025000917,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",20598,18554,ICICI Bank
918,ACK2025000918,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",52582,47615,Bank of Baroda
919,ACK2025000919,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",12409,11060,State Bank of India
920,ACK2025000920,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",35893,33388,Bank of Baroda
921,ACK2025000921,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",36467,32205,HDFC Bank
922,ACK2025000922,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",12978,9642,State Bank of India
923,ACK2025000923,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",44736,33243,Bank of Baroda
924,ACK2025000924,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",35176,25596,IndusInd Bank
925,ACK2025000925,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",15231,13301,Bank of Baroda
926,ACK2025000926,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",51050,39015,Bank of Baroda
927,ACK2025000927,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",50293,50200,Punjab National Bank
928,ACK2025000928,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",21953,20625,Bank of Baroda
929,ACK2025000929,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",49309,42846,IndusInd Bank
930,ACK2025000930,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",49610,40553,IndusInd Bank
931,ACK2025000931,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",34541,32200,Bank of Baroda
932,ACK2025000932,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",35160,30553,ICICI Bank
933,ACK2025000933,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",51940,47898,Yes Bank
934,ACK2025000934,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",50743,50031,HDFC Bank
935,ACK2025000935,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",41303,30562,Bank of Baroda
936,ACK2025000936,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",24376,17758,Bank of Baroda
937,ACK2025000937,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",37178,34884,Yes Bank
938,ACK2025000938,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",50144,37355,IndusInd Bank
939,ACK2025000939,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",6413,6284,ICICI Bank
940,ACK2025000940,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",17230,14983,HDFC Bank
941,ACK2025000941,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",23687,21966,IndusInd Bank
942,ACK2025000942,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",21379,19043,IndusInd Bank
943,ACK2025000943,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",19029,16868,ICICI Bank
944,ACK2025000944,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",40719,31769,Punjab National Bank
945,ACK2025000945,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",33976,33084,Yes Bank
946,ACK2025000946,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",32211,24885,Bank of Baroda
947,ACK2025000947,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",53076,39017,Bank of Baroda
948,ACK2025000948,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",25803,25040,ICICI Bank
949,ACK2025000949,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",10081,8567,Bank of Baroda
950,ACK2025000950,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",7056,4946,State Bank of India
951,ACK2025000951,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",5674,5344,Yes Bank
952,ACK2025000952,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",5663,4541,Punjab National Bank
953,ACK2025000953,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",48567,45750,ICICI Bank
954,ACK2025000954,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",10550,8657,HDFC Bank
955,ACK2025000955,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",10199,7147,Bank of Baroda
956,ACK2025000956,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",31776,28628,Bank of Baroda
957,ACK2025000957,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",32666,27483,ICICI Bank
958,ACK2025000958,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",28028,21227,IndusInd Bank
959,ACK2025000959,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",54048,51006,HDFC Bank
960,ACK2025000960,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",27947,22656,Bank of Baroda
961,ACK2025000961,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",20905,17144,State Bank of India
962,ACK2025000962,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",18057,16325,ICICI Bank
963,ACK2025000963,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",29201,22932,Punjab National Bank
964,ACK2025000964,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",37504,32201,Yes Bank
965,ACK2025000965,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",39335,29499,Punjab National Bank
966,ACK2025000966,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",14248,12120,ICICI Bank
967,ACK2025000967,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",39890,39679,ICICI Bank
968,ACK2025000968,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",53645,39915,IndusInd Bank
969,ACK2025000969,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",35210,33960,IndusInd Bank
970,ACK2025000970,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",15430,15146,IndusInd Bank
971,ACK2025000971,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",48478,45464,Bank of Baroda
972,ACK2025000972,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",36179,32456,Bank of Baroda
973,ACK2025000973,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",17871,16256,Yes Bank
974,ACK2025000974,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",24978,22666,Bank of Baroda
975,ACK2025000975,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",30241,27472,Yes Bank
976,ACK2025000976,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",49755,36525,IndusInd Bank
977,ACK2025000977,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",30009,25290,IndusInd Bank
978,ACK2025000978,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",38358,29038,Bank of Baroda
979,ACK2025000979,596722704452334,ICIC0316406,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",38844,32056,ICICI Bank
980,ACK2025000980,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",44017,39867,Bank of Baroda
981,ACK2025000981,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",38660,31526,IndusInd Bank
982,ACK2025000982,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",27299,20172,Yes Bank
983,ACK2025000983,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",41973,38095,HDFC Bank
984,ACK2025000984,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",48224,43818,Punjab National Bank
985,ACK2025000985,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",10134,9643,State Bank of India
986,ACK2025000986,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",12254,9797,Punjab National Bank
987,ACK2025000987,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",49315,37823,Bank of Baroda
988,ACK2025000988,823999426882416,SBIN0953739,"23 Stadium Circle, Ahmedabad, Gujarat 380014",45150,32823,State Bank of India
989,ACK2025000989,787011596468685,BARB0354628,"45 CG Road, Navrangpura, Ahmedabad, Gujarat 380009",16894,15564,Bank of Baroda
990,ACK2025000990,560037969679329,INDB0990051,"156 Law Garden Area, Ahmedabad, Gujarat 380006",33664,33594,IndusInd Bank
991,ACK2025000991,728371089191849,ICIC0727582,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",19191,14741,ICICI Bank
992,ACK2025000992,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",10731,8199,IndusInd Bank
993,ACK2025000993,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",27753,25117,HDFC Bank
994,ACK2025000994,344921729172843,YESB0580084,"Shop No 12, Maninagar, Ahmedabad, Gujarat 380008",17134,13304,Yes Bank
995,ACK2025000995,857640992765761,BARB0133074,"House 89, Thaltej, Ahmedabad, Gujarat 380059",52660,38626,Bank of Baroda
996,ACK2025000996,860618108202556,HDFC0423887,"House 89, Thaltej, Ahmedabad, Gujarat 380059",46509,40462,HDFC Bank
997,ACK2025000997,550749593397277,PUNB0963261,"67 Paldi Area, Ahmedabad, Gujarat 380007",20630,20318,Punjab National Bank
998,ACK2025000998,252591163911887,INDB0194637,"Plot 78, Vastrapur, Ahmedabad, Gujarat 380054",40417,39961,IndusInd Bank
999,ACK2025000999,940073286779249,BARB0501050,"156 Law Garden Area, Ahmedabad, Gujarat 380006",45647,41198,Bank of Baroda
1000,ACK2025001000,526889065534461,BARB0930087,"Flat 301, Satellite Area, Ahmedabad, Gujarat 380015",21204,19012,Bank of Baroda
